Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0,-1.671914697,-0.404700994,9.510036469,0.074148172,-0.021292004,-0.104164861
0.008333333,-1.55710876,-0.270016223,9.547481537,0.06856359,-0.046999325,-0.098524843
0.016666667,-1.349699616,-0.132111236,9.478651047,0.063729162,-0.067638412,-0.085345275
0.025,-1.140625238,-0.120672606,9.402575493,0.054936523,-0.073173821,-0.06736347
0.033333333,-0.960776508,-0.136068046,9.305189133,0.045978032,-0.063811633,-0.050170713
0.041666667,-0.867991447,-0.178387418,9.177098274,0.037900677,-0.043485039,-0.033562702
0.05,-0.882729411,-0.231648028,9.118102074,0.032726496,-0.019159116,-0.020574486
0.058333333,-0.990282774,-0.263499886,9.059327126,0.026261669,0.013504571,-0.014657742
0.066666667,-1.161397696,-0.309758306,9.008717537,0.021115191,0.045324438,-0.014286687
0.075,-1.293878198,-0.345660657,8.996179581,0.007897633,0.067335078,-0.021118994
0.083333333,-1.369215012,-0.365663797,8.883351326,0.002195029,0.080451616,-0.02818645
0.091666667,-1.33716619,-0.398599207,8.830285072,-0.003328084,0.089301917,-0.031892072
0.1,-1.251928329,-0.378468841,8.657144547,-0.00727869,0.097555852,-0.036170813
0.108333333,-1.125326157,-0.350569367,8.458436966,-0.01021359,0.105199565,-0.031861227
0.116666667,-1.019305587,-0.349467725,8.276786804,-0.016145533,0.119538324,-0.028195837
0.125,-0.952073514,-0.372846723,8.087272644,-0.02263182,0.141602156,-0.020085854
0.133333333,-0.902723074,-0.395280004,7.875314713,-0.023364093,0.167797208,-0.012311161
0.141666667,-0.833240628,-0.475231379,7.641898632,-0.020388516,0.205111857,-0.001699471
0.15,-0.770181298,-0.522063017,7.356782436,-0.015951516,0.245476724,0.006871649
0.158333333,-0.728566825,-0.515345156,7.142573833,-0.008603308,0.292261224,0.017135982
0.166666667,-0.726948142,-0.42692399,6.940453053,0.000836883,0.342353985,0.02536533
0.175,-0.806292117,-0.364725351,6.701430798,0.004803584,0.395802363,0.03207247
0.183333333,-0.915232897,-0.312446058,6.481948376,0.003206711,0.441291851,0.037037447
0.191666667,-1.090942025,-0.309201002,6.297996998,-0.007733793,0.480350837,0.040695677
0.2,-1.364037752,-0.448604941,6.05342865,-0.018751864,0.501792014,0.043247918
0.208333333,-1.697571278,-0.634830832,5.927840233,-0.019758629,0.508626584,0.041700663
0.216666667,-2.064098597,-0.714426398,5.783781052,-0.01666368,0.501944014,0.038506471
0.225,-2.364414692,-0.703954935,5.781646252,-0.014266578,0.472559593,0.032762726
0.233333333,-2.637933493,-0.663217723,5.769654751,-0.011449251,0.427938795,0.027178587
0.241666667,-2.870779276,-0.60100913,5.748036861,-0.00978353,0.36744306,0.018558059
0.25,-3.004652739,-0.496311098,5.806359291,-0.007284055,0.29409188,0.004557256
0.258333333,-2.958843946,-0.406794131,5.798849106,-0.004000899,0.227836893,-0.007788331
0.266666667,-2.728764534,-0.422605038,5.714370251,0.004557256,0.172076858,-0.022516929
0.275,-2.400767803,-0.403903544,5.524155617,0.018279091,0.138781702,-0.031062788
0.283333333,-2.120574951,-0.392529011,5.287279129,0.035220609,0.124597639,-0.037483364
0.291666667,-2.014050484,-0.324542195,5.215615749,0.049979611,0.120849548,-0.042117963
0.3,-2.125098228,-0.386954725,5.219930172,0.057434652,0.106151778,-0.04405414
0.308333333,-2.392065763,-0.547264457,5.291877747,0.063335746,0.079584774,-0.053348368
0.316666667,-2.624678612,-0.649161875,5.404887199,0.062608841,0.042294768,-0.063700325
0.325,-2.782916069,-0.632351398,5.548539639,0.058947032,-0.011718816,-0.07682623
0.333333333,-2.902573347,-0.557876706,5.672642708,0.046432684,-0.072533639,-0.080375833
0.341666667,-2.879716635,-0.496518373,5.781629086,0.04335025,-0.144694203,-0.080102684
0.35,-2.782348871,-0.351672798,5.876529217,0.036040505,-0.22343587,-0.076270562
0.358333333,-2.559218645,-0.131175026,5.96284771,0.027434735,-0.299115634,-0.070430258
0.366666667,-2.206192732,0.136722699,5.94299984,0.012331059,-0.353145181,-0.063851002
0.375,-1.826791048,0.237817436,5.785703659,-0.002694165,-0.382289051,-0.05910018
0.383333333,-1.526305676,0.184266716,5.667758465,-0.011042431,-0.389996672,-0.055656975
0.391666667,-1.340339541,-0.013571355,5.658556461,-0.016599746,-0.390889464,-0.058394721
0.4,-1.259009719,-0.218063995,5.706972122,-0.015626509,-0.383681119,-0.060268763
0.408333333,-1.249393344,-0.479303062,5.720121861,-0.004499812,-0.37553361,-0.063459388
0.416666667,-1.277361751,-0.684013188,5.772515297,0.016587449,-0.370917786,-0.06811677
0.425,-1.318116188,-0.730196178,5.778959751,0.042200904,-0.368473337,-0.074445264
0.433333333,-1.372527719,-0.544492483,5.864709854,0.064349242,-0.372873678,-0.072721875
0.441666667,-1.423044562,-0.373540252,5.934454441,0.079671527,-0.386080494,-0.065859154
0.45,-1.4543823,-0.128129542,6.067537308,0.091678497,-0.407966851,-0.06011231
0.458333333,-1.430119395,0.113440335,6.142925262,0.100361151,-0.426402051,-0.049022716
0.466666667,-1.392421007,0.223210931,6.118872166,0.096345287,-0.442306383,-0.041082156
0.475,-1.250928998,0.201627761,6.106347084,0.095512425,-0.4592341,-0.033572566
0.483333333,-1.081405401,0.066175729,6.082365513,0.09942728,-0.475424156,-0.025258273
0.491666667,-0.970542789,-0.060305692,6.056386471,0.111389084,-0.489242599,-0.014834339
0.5,-0.883293808,-0.127456814,6.14073801,0.127140118,-0.514125179,-0.005034042
0.508333333,-0.840892076,-0.111247852,6.298449039,0.141131093,-0.550728997,0.006450976
0.516666667,-0.767901838,0.05875523,6.386271954,0.149827629,-0.597611085,0.014532357
0.525,-0.617305338,0.311906487,6.533423424,0.148765011,-0.63857969,0.029176486
0.533333333,-0.406656504,0.496774226,6.512123585,0.127164319,-0.668687858,0.045641018
0.541666667,-0.150511235,0.564704776,6.511306763,0.097370904,-0.688524547,0.058183104
0.55,0.067101292,0.48826015,6.43819952,0.061717955,-0.690379372,0.066579656
0.558333333,0.114955127,0.297681332,6.41945982,0.040566959,-0.693140737,0.074767881
0.566666667,0.114447013,0.259188592,6.467049122,0.032208853,-0.69677715,0.077833779
0.575,0.046784788,0.342658579,6.520748138,0.033681002,-0.709286617,0.079052891
0.583333333,-0.030677877,0.454540312,6.75938797,0.050207677,-0.7467525,0.07835952
0.591666667,-0.053197406,0.535943091,7.036066055,0.065796898,-0.80856367,0.072963615
0.6,0.083120048,0.591784596,7.131488323,0.083757315,-0.883479057,0.066256493
0.608333333,0.336066931,0.608254194,7.175900936,0.095695467,-0.950235651,0.062946975
0.616666667,0.674128473,0.516006768,7.183121681,0.096552056,-1.004958019,0.060586108
0.625,1.080055833,0.355568945,7.188007355,0.092863437,-1.039241557,0.061057316
0.633333333,1.429515123,0.158841997,7.221295357,0.104352281,-1.053162499,0.070910392
0.641666667,1.686457396,0.011424607,7.224431038,0.120124361,-1.051541566,0.088255211
0.65,1.933678746,0.080868065,7.26924181,0.136253164,-1.026685019,0.111809123
0.658333333,1.95527482,0.171598613,7.385284424,0.147095958,-0.988704946,0.135097926
0.666666667,1.880145907,0.394838095,7.655491352,0.160178121,-0.962304564,0.15054813
0.675,1.852605581,0.707446098,7.990540028,0.1748303,-0.955023282,0.152384163
0.683333333,1.864812613,0.808023453,8.187645912,0.183235353,-0.952150996,0.15418982
0.691666667,1.921980619,0.565499842,8.37612915,0.19936865,-0.953745631,0.145081975
0.7,2.025426626,0.287458092,8.457627296,0.229590402,-0.957746897,0.133830969
0.708333333,2.0433743,-0.207911551,8.518522263,0.263579495,-0.972228768,0.114853541
0.716666667,2.076033115,-0.60500598,8.780613899,0.300721687,-0.98260957,0.096729548
0.725,2.206670523,-0.815414786,8.88646698,0.339961834,-0.972658069,0.088545762
0.733333333,2.320222616,-0.713453412,9.180800438,0.353698852,-0.935252374,0.094192487
0.741666667,2.343302727,-0.444283634,9.460220337,0.34914681,-0.886562998,0.106213739
0.75,2.59375906,0.198119715,10.08848381,0.342880925,-0.849404377,0.109620288
0.758333333,2.886912107,0.87006402,10.63483429,0.321881401,-0.818555185,0.118753116
0.766666667,3.02149725,1.124068618,10.92309856,0.29180539,-0.793691314,0.127675846
0.775,3.017165661,1.134257197,11.18109798,0.265048694,-0.799397802,0.135701332
