Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.0,0.02776733599603,0.02212374284863,9.77270793914795,0.009011912424611192,-0.0005717804259657516,0.0002849961099620189
0.008333333333333333,0.00035048931022,0.02652274258435,9.77087688446045,0.006751614266501134,8.516354841958059e-05,-0.001717129548957196
0.016666666666666666,0.00400559185073,0.02522807754576,9.75073432922363,0.006351054552755905,0.0004289471189248481,0.0008576707039671164
0.025,0.00396264484152,0.02941964194179,9.7800235748291,0.005864661469166619,-0.0004296176230444618,-0.0002865608146303537
0.03333333333333333,0.02964138053358,0.03353967890143,9.74705791473389,0.006179386772770571,-0.00203230166025183,-0.0017452939078934687
0.041666666666666664,0.01881197653711,0.01572910137475,9.73974704742432,0.0062652201426146295,-0.0017743521422855825,-0.0015164028843938134
0.05,0.01529277861118,0.01623695343733,9.74340915679932,0.006923281526338033,0.0012868411292094406,-0.0012316300807492708
0.058333333333333334,0.01153052970767,0.0277959741652,9.75071811676025,0.006407830338393785,0.0012591240981124573,0.0012859472537536001
0.06666666666666667,0.02425529062748,-0.00467080622911,9.71412563323975,0.007266618646754875,0.00042850005115986287,-0.001259794439685544
0.075,-0.00325454352424,0.01973469369113,9.74341678619385,0.00746689772340449,0.0004575584806077047,-0.0007734011610405287
0.08333333333333333,0.00403390126303,0.03133664280176,9.74339389801025,0.009240803838222305,-0.001260688705252841,-0.0036622558558467504
0.09166666666666666,0.01146578509361,0.00465644476935,9.77272033691406,0.006293384631588055,0.0015725079383469762,-0.001975525614539646
0.1,-0.00148101267405,0.03258128836751,9.73240756988525,0.004949096855019038,-0.001231630210786423,-0.002117241804825983
0.10833333333333334,-0.00504284491763,0.01837567053735,9.77270603179932,0.008067736513799332,-0.0016599065655171787,-0.00125845336642774
0.11666666666666667,0.06466885656118,0.00618720892817,9.72693634033203,0.006064493738125551,0.0008290592772656838,-0.000831071017189803
0.125,0.00418441323563,0.00122313608881,9.76905918121338,0.005578994269917625,-0.0015177439576517916,-0.0021454059036879517
0.13333333333333333,0.03358975052834,0.02725948393345,9.72691535949707,0.006780226083314023,-0.00037284199995310925,-0.0015454613788602313
0.14166666666666666,-0.00665911659598,0.03518485277891,9.77269458770752,0.00826801663074634,0.0006569439743851577,-0.0024333079216134353
0.15,0.00611602561548,0.00473510473967,9.76723003387451,0.005865108276857299,-0.0013179114286183795,-0.00328986115122373
0.15833333333333333,0.0336755849421,0.03628637269139,9.73605632781982,0.007266618646754875,-0.0013447345842596966,-0.0008006713844468309
0.16666666666666666,0.0044991383329,-0.00153786118608,9.75624847412109,0.005378715193268012,-0.0012021249086293243,-0.001087232264095761
0.175,0.0155717395246,0.03735930100083,9.76534652709961,0.007724848281667955,-0.002888855149936429,1.117631950628733e-06
0.18333333333333332,0.00298988842405,0.03067138977349,9.77085494995117,0.0068378949641846555,-0.0017452939078934687,-0.0008865055345138022
0.19166666666666668,0.0104646096006,-0.00176675221883,9.74710083007812,0.008697186600858631,-0.0017162354134270508,-0.0007720600227639745
0.2,0.01791060715914,0.0465435385704,9.74518203735352,0.007838399332794758,0.00031494864243063035,-0.0008024595904883704
0.20833333333333334,0.01423416752368,0.01424130890518,9.75805759429932,0.006551334149554302,0.0002581729218115009,8.4269429144036e-05
0.21666666666666667,0.03068569675088,0.02026400342584,9.75804424285889,0.00783884614048544,-0.001889691854584131,-0.0027748565108958578
0.225,-0.00942029431462,0.00808271300048,9.75625610351562,0.007124008971124328,-0.0018610806879570025,-0.002545518289593891
0.23333333333333334,0.03832477703691,0.01231007743627,9.74341583251953,0.005578994269917625,-0.0013170171630512567,-0.0015731784099572146
