Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0,-0.692924798,-0.421658307,9.680916786,0.024079156,0.031765335,-0.094699403
0.008333333,-0.727625132,-0.447560042,9.709026337,0.022796561,0.031457764,-0.087479948
0.016666667,-0.671395183,-0.551473141,9.744842529,0.024339339,0.024031771,-0.070540238
0.025,-0.61378175,-0.623284757,9.782428741,0.029744205,0.014604318,-0.052326854
0.033333333,-0.525116682,-0.7614308,9.773703575,0.042141428,0.009736362,-0.041240847
0.041666667,-0.466004401,-0.842940152,9.789460182,0.05625443,0.000376865,-0.033375837
0.05,-0.472964197,-0.875751734,9.833827972,0.07312665,-0.008036444,-0.032981542
0.058333333,-0.479360133,-0.948701441,9.919519424,0.083552368,-0.010570786,-0.032203225
0.066666667,-0.397621721,-1.051261783,9.95174408,0.087086316,0.002725233,-0.033455859
0.075,-0.345175058,-1.146583915,9.916619301,0.083761152,0.029382991,-0.031395846
0.083333333,-0.307922572,-1.255046606,9.884648323,0.074174995,0.063940168,-0.022419919
0.091666667,-0.419195712,-1.409302235,10.03079414,0.05811551,0.096741316,-0.012860141
0.1,-0.589654028,-1.574041963,10.18608189,0.044019494,0.108503708,0.000477899
0.108333333,-0.674099386,-1.743511796,10.3369379,0.031783667,0.103006336,0.020180856
0.116666667,-0.616956592,-1.93520844,10.42294502,0.026600086,0.082932309,0.036483975
0.125,-0.673698604,-2.066320181,10.38546467,0.025128835,0.065566989,0.050890695
0.133333333,-0.5940575,-2.344912529,10.57079315,0.023155098,0.053142951,0.06103835
0.141666667,-0.353325099,-2.514681816,10.48894119,0.014454556,0.049421233,0.067058363
0.15,-0.152744591,-2.734587193,10.42002773,-0.000270243,0.065125303,0.071127881
0.158333333,-0.026408736,-2.918509483,10.3910265,-0.019348219,0.097164675,0.075195169
0.166666667,0.110985018,-3.026427269,10.34830952,-0.041044135,0.142100167,0.081190585
0.175,0.233528584,-3.075109243,10.33559895,-0.071283243,0.19578768,0.093712552
0.183333333,0.289927304,-3.166039705,10.29942513,-0.101490156,0.246676594,0.110547234
0.191666667,0.301324129,-3.299101591,10.28460503,-0.132854953,0.284054326,0.132092507
0.2,0.384433597,-3.481799126,10.22954369,-0.15686886,0.31129144,0.155918195
0.208333333,0.414625525,-3.630098343,10.0926466,-0.169425215,0.332100848,0.187452868
0.216666667,0.439796865,-3.757505894,10.00940704,-0.165141171,0.347874718,0.223594927
0.225,0.421434641,-3.781401634,9.831576347,-0.156253753,0.365818132,0.260467391
0.233333333,0.320068985,-3.754142284,9.727270126,-0.145267448,0.384097737,0.296959905
0.241666667,0.140061721,-3.827937841,9.707182884,-0.140316765,0.40098068,0.325231557
0.25,-0.021535207,-3.819201708,9.651390076,-0.134752306,0.412744895,0.352348496
0.258333333,-0.135838807,-3.812097549,9.590080261,-0.134706292,0.419751638,0.380495013
0.266666667,-0.173967123,-3.772245884,9.440274239,-0.140177781,0.425021102,0.406847491
0.275,-0.226081863,-3.727799654,9.242508888,-0.14920648,0.423780535,0.432800262
