Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0,-0.466122359,0.02501462,9.553678513,0.011903145,0.084456481,0.036180675
0.002,-0.467922777,0.023118412,9.547693253,0.011693706,0.084229589,0.039549161
0.004,-0.474396706,0.016280571,9.537436485,0.013508848,0.081297435,0.043127086
0.006,-0.484663039,0.011798626,9.533385277,0.014241886,0.074735001,0.046792276
0.008,-0.4930619,0.003696647,9.54393959,0.014224433,0.069533914,0.050492376
0.01,-0.508921087,-0.024478318,9.537282944,0.015481071,0.06553711,0.053581607
0.012,-0.510156512,-0.039715018,9.529909134,0.016318828,0.062325709,0.055780724
0.014,-0.500215769,-0.049310979,9.509817123,0.015393804,0.060702551,0.057316612
0.016,-0.4856686,-0.078922465,9.49651432,0.014381513,0.059411008,0.058887407
0.018,-0.477748603,-0.090165637,9.495575905,0.013334315,0.056984998,0.061103977
0.02,-0.472002506,-0.103726395,9.474986076,0.011013027,0.053476889,0.063268185
0.022,-0.471906751,-0.109932169,9.469230652,0.007871435,0.050789081,0.06478662
0.024,-0.475660831,-0.128137678,9.467104912,0.004066617,0.051260319,0.066339962
0.026,-0.492152095,-0.152999073,9.4626894,0.000610865,0.053983033,0.067299895
0.028,-0.501412869,-0.180599421,9.461587906,-0.002356194,0.057944931,0.067683868
0.03,-0.496174336,-0.208391309,9.463388443,-0.005462881,0.062378068,0.06815511
0.032,-0.493512005,-0.225620002,9.47963047,-0.007661995,0.066409774,0.068975411
0.034,-0.495293319,-0.234028429,9.502836227,-0.010140363,0.071191981,0.070266955
0.036,-0.49088797,-0.240282089,9.507575989,-0.013683381,0.077562429,0.070773102
0.038,-0.482067704,-0.253316104,9.516970634,-0.017645279,0.085521132,0.071314156
0.04,-0.457924604,-0.280495077,9.547041893,-0.022410028,0.094771378,0.072151914
0.042,-0.457436174,-0.28456524,9.556292534,-0.028134707,0.104841925,0.073129296
0.044,-0.458690733,-0.275151253,9.573866844,-0.034574971,0.114929929,0.074787356
0.046,-0.433130235,-0.272565484,9.595941544,-0.041294489,0.124721229,0.076724671
0.048,-0.401890695,-0.249322593,9.630561829,-0.046565384,0.135332823,0.07878416
0.05,-0.396297842,-0.22800462,9.650069237,-0.051539574,0.146921814,0.080564395
0.052,-0.382957339,-0.209779948,9.663908005,-0.058625609,0.158894777,0.081925757
0.054,-0.367500395,-0.191852167,9.674806595,-0.065921083,0.171024814,0.084683374
0.056,-0.357885271,-0.179900318,9.687677383,-0.072675511,0.183224663,0.088331111
0.058,-0.33921051,-0.148852304,9.70868969,-0.079848811,0.195459425,0.090757124
0.06,-0.321598768,-0.131077752,9.740167618,-0.08782497,0.207380027,0.093340211
0.062,-0.30952239,-0.1315566,9.749639511,-0.095801122,0.218532682,0.097529002
0.064,-0.290732682,-0.121098727,9.764598846,-0.103463121,0.229074463,0.102712624
0.066,-0.27562052,-0.11971008,9.77338028,-0.111002937,0.239686072,0.107669361
0.068,-0.264051735,-0.129085779,9.780332565,-0.117862083,0.250000954,0.11252138
0.07,-0.26281631,-0.158189699,9.776578903,-0.124441974,0.25987953,0.117338486
0.072,-0.278981954,-0.175475836,9.773993492,-0.130899698,0.269269407,0.122138143
0.074,-0.286336958,-0.181059107,9.763822556,-0.137636662,0.277821511,0.127566114
0.076,-0.309177637,-0.210230053,9.744898796,-0.144809961,0.285727859,0.133884206
0.078,-0.353968352,-0.254676014,9.719520569,-0.151197866,0.293040782,0.139923051
0.08,-0.403049499,-0.303575188,9.700913429,-0.156311691,0.299498498,0.145228848
0.082,-0.44464156,-0.319817483,9.685474396,-0.161565125,0.305589706,0.151162967
0.084,-0.472232342,-0.340963036,9.663553238,-0.16622515,0.311227113,0.157690495
0.086,-0.492276609,-0.354485512,9.658276558,-0.169698358,0.316044211,0.164444923
0.088,-0.535448849,-0.375113964,9.648077011,-0.17236872,0.32086134,0.171932384
0.09,-0.566879928,-0.382076293,9.637456894,-0.173782438,0.325957686,0.180030718
0.092,-0.600063562,-0.382717937,9.630427361,-0.174655095,0.330879509,0.188687548
0.094,-0.612245262,-0.372547358,9.631097794,-0.174393296,0.33541736,0.197902888
0.096,-0.630556107,-0.362558752,9.624911308,-0.173014492,0.33883822,0.206699342
0.098,-0.641895056,-0.345349252,9.601036072,-0.171199352,0.341805279,0.215007111
0.1,-0.650217295,-0.339287102,9.586479187,-0.169506371,0.344597817,0.223454505
0.102,-0.656135738,-0.343462586,9.570026398,-0.167883217,0.347617239,0.23256512
0.104,-0.671247959,-0.368314415,9.557623863,-0.165631741,0.351701289,0.241954997
0.106,-0.698139668,-0.388722599,9.553361893,-0.16282177,0.355872631,0.250507116
0.108,-0.706730068,-0.402273774,9.554186821,-0.159156576,0.360427946,0.259355933
0.11,-0.726237953,-0.441644013,9.551887512,-0.156084791,0.365437031,0.268326908
0.112,-0.736456394,-0.476714283,9.560564041,-0.154199839,0.370934814,0.276407778
0.114,-0.734043062,-0.515931308,9.573435783,-0.152175263,0.376345336,0.284418851
0.116,-0.725261152,-0.547937036,9.597981453,-0.149452537,0.380743563,0.29241246
0.118,-0.721334636,-0.578467846,9.624192238,-0.146450579,0.385071993,0.300091922
0.12,-0.717293263,-0.583888292,9.648431778,-0.143343896,0.38934806,0.307631731
0.122,-0.690822959,-0.611383379,9.681700706,-0.141127318,0.393292487,0.315119207
0.124,-0.684387326,-0.628142774,9.694324493,-0.139905587,0.39742893,0.32164672
0.126,-0.658328831,-0.644356251,9.71191597,-0.13847442,0.401006848,0.32745868
0.128,-0.609678626,-0.644528687,9.721216202,-0.136938527,0.40435788,0.332973927
0.13,-0.573928475,-0.659363151,9.726243019,-0.135996059,0.408564121,0.338698596
0.132,-0.538657129,-0.667522609,9.733148575,-0.135926247,0.411862791,0.34576717
0.134,-0.501738489,-0.669275165,9.730351448,-0.136537105,0.413189232,0.352748483
0.136,-0.464877337,-0.678085804,9.740885735,-0.137095615,0.414690226,0.359049141
0.138,-0.435620219,-0.682155967,9.747810364,-0.137008339,0.416871876,0.366047889
0.14,-0.403739005,-0.676706731,9.760796547,-0.137287602,0.418076158,0.372994304
0.142,-0.360202849,-0.668930352,9.780506134,-0.138352245,0.41825071,0.379294962
0.144,-0.344343662,-0.657486081,9.802839279,-0.139399454,0.418320507,0.385647953
0.146,-0.322010547,-0.650360942,9.810595512,-0.140149936,0.418355405,0.392018408
0.148,-0.324127019,-0.656547546,9.815000534,-0.142034888,0.418355405,0.398406297
0.15,-0.352359474,-0.676697135,9.854687691,-0.144705251,0.417744547,0.405090928
0.152,-0.344324529,-0.683908522,9.880458832,-0.146729827,0.417168587,0.411304295
0.154,-0.340551227,-0.70204699,9.892419815,-0.148178458,0.416610092,0.416976601
0.156,-0.342188865,-0.715502381,9.923716545,-0.149103478,0.416400641,0.422771096
0.158,-0.326933056,-0.723872483,9.956537247,-0.150726631,0.417255849,0.428583056
0.16,-0.319922835,-0.74119699,9.989720345,-0.152332336,0.417290777,0.434429914
0.162,-0.299935997,-0.78015542,10.02550888,-0.153309718,0.416976601,0.440276742
0.164,-0.269318968,-0.79856199,10.04850292,-0.154339463,0.416226119,0.445826888
0.166,-0.269002944,-0.80462414,10.06099129,-0.155700818,0.414655328,0.45123741
0.168,-0.264971107,-0.837127805,10.08912754,-0.157201812,0.412752926,0.456909746
0.17,-0.253632158,-0.882837951,10.12143898,-0.157498509,0.410396725,0.462372631
0.172,-0.273331642,-0.915935338,10.12835407,-0.1566782,0.407866001,0.467748225
0.174,-0.280581296,-0.963005364,10.14024925,-0.156346589,0.405893773,0.473734707
0.176,-0.274174422,-1.009299636,10.14604282,-0.156206965,0.404130995,0.479633927
0.178,-0.273302913,-1.059194803,10.14561176,-0.155508831,0.402158767,0.485201538
0.18,-0.287208438,-1.111359715,10.1509552,-0.1542871,0.401670069,0.491571993
0.182,-0.297627986,-1.160919666,10.16306019,-0.152210161,0.402106404,0.497628272
0.184,-0.30533734,-1.192226171,10.16820335,-0.150098309,0.402595103,0.503248215
0.186,-0.318160683,-1.218667865,10.14936638,-0.147672311,0.403747022,0.509321988
0.188,-0.345674843,-1.265565395,10.12024307,-0.144460902,0.405474901,0.515273571
0.19,-0.38901946,-1.313267469,10.10486221,-0.141895264,0.408075422,0.520858586
0.192,-0.428581268,-1.381617188,10.08412933,-0.139277279,0.411339194,0.526600719
0.194,-0.452619046,-1.403050065,10.07168865,-0.135681897,0.413608134,0.532726824
0.196,-0.483896881,-1.441606283,10.04843521,-0.131702542,0.416121393,0.539324164
0.198,-0.480334312,-1.482441783,10.00029278,-0.127548665,0.418721944,0.54578191
