Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.21348,0.455600739,-1.118982911,-0.436995536
0.22348,0.508833289,-1.128547311,-0.394409508
0.23348,0.520561874,-1.181762457,-0.304996282
0.24348,0.561001182,-1.204172492,-0.207030952
0.253481563,0.60358721,-1.181797385,-0.179350033
0.263484688,0.611057222,-1.170051217,-0.236858636
0.27348,0.600340903,-1.124376059,-0.297229558
0.28348,0.567162216,-1.05882144,-0.383885175
0.293484688,0.525361538,-1.058804035,-0.450469464
0.30348,0.482164651,-0.984156251,-0.496371627
0.313484688,0.466561407,-0.915652096,-0.532552302
0.32348,0.501171291,-0.878686011,-0.552274525
0.33348,0.560145974,-0.955777228,-0.578157783
0.34348,0.631494999,-1.027719617,-0.634392262
0.35348,0.704013467,-1.06665802,-0.729355633
0.36348,0.752900124,-1.095455885,-0.859190702
0.37348,0.755570471,-1.127116203,-0.98803091
0.383481563,0.719791234,-1.171988606,-1.062888026
0.393481563,0.647412419,-1.232970357,-1.092139721
0.40348,0.552728295,-1.293533325,-1.070113778
0.41348,0.468638361,-1.296465516,-0.964818001
0.42348,0.407883435,-1.224400878,-0.784734964
0.43348,0.327755392,-1.093117118,-0.573619902
0.44348,0.164479822,-1.030843854,-0.384548396
0.453481563,-0.049706977,-1.076903105,-0.221778989
0.46348,-0.232181147,-1.159230232,-0.080913462
0.47348,-0.345208675,-1.208396196,0.033911746
0.48348,-0.38992402,-1.12936759,0.126920342
0.493481563,-0.342416137,-1.030878663,0.209701315
0.50348,-0.267541528,-1.106713295,0.3066369
0.51348,-0.24712117,-1.451904535,0.514348507
0.52348,-0.12135274,-1.501297355,0.875160456
0.533481563,0.083897978,-1.176421762,1.213457584
0.54348,0.322659016,-0.922301769,1.424450517
0.55348,0.559709609,-0.664342105,1.567794323
0.56348,0.726772547,-0.412997246,1.738435149
0.57348,0.810077131,-0.231832087,1.950405478
0.58348,0.809762955,-0.144129291,2.176181316
0.593481563,0.788644493,-0.032724924,2.370837688
0.60348,0.785642505,0.121422559,2.543241501
0.613481563,0.812555492,0.247854203,2.72192812
0.62348,0.886452734,0.300091922,2.921017885
0.63348,1.000981212,0.320267916,3.124680519
0.64348,1.12685442,0.357862294,3.319092512
0.65348,1.223196507,0.375071257,3.497343063
0.66348,1.270180821,0.337023079,3.668175936
0.67348,1.264630675,0.233594865,3.820752621
0.68348,1.217733622,0.131248757,3.967430115
0.693483125,1.154674888,0.121492371,4.134702206
0.70348,1.10055232,0.21889919,4.293702126
0.71348,1.059746504,0.359747261,4.412052631
0.72348,1.014402866,0.465845823,4.478794098
0.73348,0.95619607,0.509967744,4.538763523
0.74348,0.877586424,0.405631959,4.602538109
0.753481563,0.813585222,0.167795956,4.665072918
0.763478438,0.823010027,-0.130794972,4.682770729
0.77348,0.92865479,-0.340583563,4.616797447
0.78348,1.106189728,-0.405038565,4.463766575
0.79348,1.314459801,-0.308853477,4.243803024
0.80348,1.496008992,-0.050928708,3.997449636
0.81348,1.625913858,0.312920094,3.747570992
0.82348,1.691328764,0.734818518,3.492717981
0.83348,1.661518574,1.159875989,3.226555347
0.84348,1.527320147,1.502204895,2.959467649
0.85348,1.325088859,1.717124701,2.702432871
0.86348,1.107097268,1.787199736,2.446166277
0.87348,0.941430569,1.733251572,2.212990284
0.883481563,0.867515922,1.600589037,1.998663783
0.893481563,0.887779176,1.467455387,1.801127434
0.90348,0.976913154,1.37341702,1.62748456
0.91348,1.107847691,1.316571712,1.453754544
0.92348,1.245501876,1.29103744,1.265259027
0.93348,1.368373036,1.285400033,1.064877748
0.94348,1.459042907,1.278313994,0.847828567
0.953481563,1.494734883,1.278122067,0.607688725
0.96348,1.446319461,1.272257805,0.341613293
0.97348,1.320795417,1.219950199,0.076323248
0.98348,1.149386525,1.145354867,-0.186348811
0.99348,0.96869266,1.064319253,-0.450678915
1.00348,0.82067126,0.989200234,-0.701849222
1.01348,0.743039012,0.921272039,-0.920224845
1.023481563,0.73045522,0.882246494,-1.110657692
1.033481563,0.750212312,0.861023247,-1.284283042
1.04348,0.779498935,0.840323687,-1.444574118
1.05348,0.766705692,0.834843338,-1.599751353
1.06348,0.695269346,0.804893494,-1.755364895
1.07348,0.585296154,0.691185296,-1.906440616
1.083481563,0.477993309,0.512934804,-2.054060459
1.093481563,0.402734727,0.352451801,-2.197893143
1.103481563,0.375664681,0.272882223,-2.350365162
1.113481563,0.370131969,0.295571506,-2.509329557
1.12348,0.347512513,0.384251684,-2.666531563
1.13348,0.27864182,0.444535345,-2.806978226
1.14348,0.137828648,0.460609853,-2.923112392
1.15348,-0.061767202,0.423643768,-3.010832548
1.163478438,-0.307020873,0.321891069,-3.0806458
1.173481563,-0.531749487,0.199019894,-3.128223419
1.183481563,-0.692127764,0.087179199,-3.16450882
1.19348,-0.77094686,-0.019792033,-3.201073408
1.20348,-0.775624335,-0.109955743,-3.216641903
1.21348,-0.725742817,-0.199683115,-3.192294359
1.22348,-0.654899895,-0.271049619,-3.138939857
1.23348,-0.602609813,-0.323042989,-3.079493761
1.243481563,-0.626084507,-0.377130747,-3.038059711
1.253481563,-0.72555083,-0.494591415,-3.00077939
1.263478438,-0.862210095,-0.64090234,-2.943375587
1.27348,-1.005501628,-0.763372123,-2.860786676
1.28348,-1.13175869,-0.827320993,-2.741999626
1.293483125,-1.232359529,-0.831282854,-2.57139349
1.30348,-1.308612943,-0.785328329,-2.372443438
1.313481563,-1.370519757,-0.73511523,-2.170491457
1.32348,-1.410365701,-0.7283957,-1.981978416
1.333487813,-1.412145853,-0.771156251,-1.81714952
1.34348,-1.392598152,-0.876766145,-1.677645326
1.35348,-1.362212062,-1.085594773,-1.55817759
1.36348,-1.321266651,-1.370990992,-1.438011646
1.37348,-1.267859578,-1.658725977,-1.325909138
1.38348625,-1.218745947,-1.944069862,-1.235396385
1.393481563,-1.181011915,-2.218854427,-1.16519928
1.40348,-1.131793618,-2.396546602,-1.09943521
1.41348,-1.07271421,-2.439010382,-1.036201954
1.42348,-1.027248383,-2.407577038,-0.988519549
1.433481563,-1.032554269,-2.34462285,-0.974556923
1.44348,-1.08850944,-2.295945644,-0.987262964
1.453481563,-1.184694529,-2.279434919,-1.01251781
1.46348,-1.300985932,-2.285561085,-1.030145645
1.47348,-1.39959693,-2.297324419,-1.037615657
1.48348,-1.456756473,-2.279696703,-1.056325674
1.49348,-1.462009907,-2.224073172,-1.084163666
1.50348,-1.419231892,-2.113035202,-1.097916842
1.51348,-1.351233959,-1.983828545,-1.100325346
1.523481563,-1.298123479,-1.873366594,-1.095578074
1.533483125,-1.285295367,-1.820919514,-1.090691209
1.54348,-1.316554189,-1.828686118,-1.092820406
1.55348,-1.379368663,-1.867711782,-1.127081275
1.56348,-1.462411404,-1.917732835,-1.195201516
1.57348,-1.552522779,-1.945134521,-1.289152503
1.583483125,-1.626070857,-1.934139013,-1.40298295
1.593481563,-1.659162283,-1.863016844,-1.518401504
1.60348,-1.652477741,-1.738365412,-1.620276451
1.613481563,-1.622074127,-1.600676417,-1.687000394
1.62348,-1.565996647,-1.469043612,-1.718363881
1.633483125,-1.500302434,-1.353118896,-1.730005264
1.64348,-1.424537778,-1.241382837,-1.727684021
1.65348,-1.338737369,-1.094914794,-1.722797036
1.66348,-1.25759697,-0.914273262,-1.74079144
1.673481563,-1.207820177,-0.7484321,-1.78140521
1.683481563,-1.181518078,-0.609172285,-1.842509151
1.69348,-1.172651768,-0.511905074,-1.912968159
1.70348,-1.161464214,-0.41050145,-1.972030044
1.71348,-1.132352114,-0.291417629,-2.011701345
1.72348,-1.075122833,-0.175178692,-2.038631916
1.73348,-1.000632167,-0.091036372,-2.060465813
1.743481563,-0.925076842,-0.059306286,-2.085267067
1.753481563,-0.868301272,-0.088837259,-2.107013941
1.763478438,-0.818472147,-0.17896606,-2.098810673
1.77348,-0.750910461,-0.308661491,-2.050692081
1.78348,-0.643136382,-0.453593612,-1.976533055
1.79348,-0.484224141,-0.570076883,-1.887992501
1.80348,-0.281888127,-0.614600241,-1.799574137
1.813481563,-0.070458941,-0.571106613,-1.72293663
1.823481563,0.103096597,-0.476823956,-1.660087347
1.83348,0.208200321,-0.371929675,-1.620328784
1.84348,0.253229827,-0.271171808,-1.604184508
1.85348,0.271101981,-0.155945167,-1.593328476
1.86348,0.306933612,-0.030857421,-1.562593222
1.87348,0.386747509,0.110060461,-1.501925588
1.883481563,0.513667822,0.253561437,-1.407677889
1.893481563,0.66320765,0.383501202,-1.288873315
1.90348,0.811979532,0.50380677,-1.159108043
1.91348,0.933873296,0.625979781,-1.023600698
1.92348,1.011540413,0.762307465,-0.888023496
1.93348,1.051351428,0.899821937,-0.757629991
1.94348,1.068630219,1.04323566,-0.623710871
1.953481563,1.076937914,1.210298538,-0.493282408
1.963481563,1.090883136,1.372544408,-0.375734478
1.97348,1.112123847,1.503147364,-0.268414199
1.98348,1.133922935,1.57355392,-0.175580129
1.99348,1.138460755,1.591094494,-0.100426242
2.00348,1.122822642,1.553500056,-0.032288592
2.01348,1.106870413,1.459898114,0.044226643
2.023481563,1.118057966,1.348546147,0.136013508
2.033481563,1.16099298,1.232935429,0.242705479
2.04348,1.224418283,1.126592517,0.354074955
2.05348,1.280809879,1.045591831,0.450102955
2.06348,1.304825544,0.984662414,0.520771325
2.07348,1.276097536,0.933786035,0.560652137
2.08348,1.201414824,0.883468211,0.586325884
2.093484688,1.113659739,0.834529161,0.608334482
2.10348,1.050862789,0.800774515,0.625211835
2.11348,1.028871536,0.787736893,0.638284385
2.12348,1.054475546,0.805050552,0.665581286
2.13348,1.129402518,0.81044364,0.724939942
2.14348,1.244908452,0.803689182,0.811368644
2.15348,1.386646628,0.795119643,0.916559637
2.16348,1.508610249,0.765483975,1.021192193
2.173481563,1.576765299,0.722060144,1.121024966
2.18348,1.601130128,0.691900849,1.225308418
2.19348,1.599070668,0.690260291,1.312173486
2.20348,1.582961321,0.73284632,1.394901991
2.21348,1.567951441,0.799727321,1.471748829
2.22348,1.570028424,0.863449275,1.561546087
2.23348,1.592211485,0.901916325,1.67106545
2.243481563,1.624325514,0.924291492,1.810604572
2.253481563,1.657539129,0.926804721,1.969324827
2.263478438,1.668412566,0.900485158,2.133857012
2.27348,1.629037976,0.826884627,2.3151443
2.28348,1.539013863,0.69973743,2.518422842
2.29348,1.426195741,0.548783898,2.736798525
2.30348,1.333466411,0.419350266,2.94400382
2.31348,1.303603888,0.332537591,3.139219046
2.32348,1.351705194,0.294210166,3.33356142
2.33348,1.463667989,0.312745541,3.529806137
2.34348,1.584078312,0.324561417,3.737081528
2.35348,1.669093251,0.219283164,3.964462996
2.36348,1.722378135,-0.029077185,4.227274895
2.37348,1.793971539,-0.327092141,4.484030247
2.383481563,1.91363132,-0.527438521,4.677220345
2.393481563,2.084935427,-0.557772338,4.74904108
2.40348,2.239641428,-0.375682116,4.689176083
2.41348,2.301548243,-0.057142079,4.550439835
2.42348,2.211786032,0.271555781,4.386151791
2.43348,1.95914948,0.556184053,4.25982523
2.44348,1.659912825,0.785625041,4.209157944
2.453481563,1.407939672,1.122438669,4.169469357
2.46348,1.209966898,1.61689043,4.05757618
2.47348,0.983685017,2.18328476,3.874281883
2.48348,0.669281423,2.624573708,3.64011097
2.49348,0.261415422,2.868518353,3.406324148
2.50348,-0.13789846,2.953289032,3.248982668
2.51348,-0.406609356,2.938471317,3.237864971
2.523481563,-0.488604933,2.851606131,3.340944052
2.533481563,-0.400710136,2.780169964,3.437408447
2.54348,-0.203487933,2.772944212,3.438892126
2.55348,0.031625368,2.772089005,3.301534653
2.56348,0.232739657,2.718577147,3.016871452
2.57348,0.341037333,2.601134062,2.644226074
2.58348,0.337337226,2.451978207,2.267322302
2.59348,0.251065612,2.300186872,1.99531281
2.603481563,0.152210161,2.145969629,1.900907874
