Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.0,-1.115956545,-0.2848716974,9.246109962,0.02771582827,0.00989601668,0.02963569015
0.002,-1.115448952,-0.2756588161,9.239282608,0.02317797206,0.01284562331,0.03089232743
0.004,-1.093939424,-0.2524350286,9.243332863,0.01787217148,0.01562069636,0.03139847144
0.006,-1.065582514,-0.2182554305,9.238601685,0.01223475765,0.0196000468,0.03160791099
0.008,-1.037627816,-0.1893239021,9.233037949,0.007417649496,0.02405063622,0.03232349828
0.01,-1.008974075,-0.1620682925,9.245306015,0.003246312495,0.02745402977,0.03324852139
0.012,-0.9683588147,-0.141880393,9.268184662,-0.0009599310579,0.03197443113,0.0345749706
0.014,-0.9276670218,-0.1428093463,9.297614098,-0.004886921961,0.0372976847,0.03509857133
0.016,-0.8981416821,-0.1268064976,9.334053993,-0.008377579972,0.04230678082,0.03501130641
0.018,-0.8560420275,-0.09457097203,9.363176346,-0.0116937058,0.04719370231,0.03464478627
0.02,-0.8123047352,-0.07946834713,9.40123558,-0.01368338149,0.0526391305,0.03356268257
0.022,-0.7794371247,-0.07540777326,9.435931206,-0.01480039209,0.05991715193,0.03216641769
0.024,-0.7533116341,-0.08137413114,9.482083321,-0.01525417715,0.06602580845,0.03097959422
0.026,-0.723125577,-0.07602068782,9.522334099,-0.01481784508,0.07042403519,0.02986258268
0.028,-0.6933991313,-0.06493074447,9.562087059,-0.01431170013,0.07377506793,0.02782054804
0.03,-0.6651092768,-0.05605304986,9.602003098,-0.01380555425,0.07703883201,0.02446951531
0.032,-0.6433986425,-0.04074931517,9.655211449,-0.0132645024,0.08121016622,0.02057743259
0.034,-0.6028791666,-0.03863283992,9.724298477,-0.01242674422,0.08480554819,0.01616174914
0.036,-0.5895290375,-0.04335420579,9.746354103,-0.01082104165,0.08721410483,0.01118756086
0.038,-0.573248446,-0.04192726314,9.794343948,-0.009215338156,0.08787732571,0.006021386012
0.04,-0.5598601103,-0.0357119143,9.852876663,-0.008569566533,0.08656833321,0.0004363323096
0.042,-0.5426793098,-0.02503377385,9.918660164,-0.007993607782,0.08539895713,-0.00591666624
0.044,-0.5323267579,-0.008609549142,9.955914497,-0.007120943163,0.08429940045,-0.0135612078
0.046,-0.5260156989,0.0007374141132,9.971083641,-0.006126105785,0.08131489158,-0.02171189524
0.048,-0.5089306831,0.02594356984,9.997735977,-0.005410520826,0.0778940469,-0.02946115844
0.05,-0.5072355866,0.05914635956,10.02614021,-0.004817108624,0.07429866493,-0.03640756756
0.052,-0.5213996768,0.08059840649,10.03384113,-0.004241149873,0.06998769939,-0.04365068302
0.054,-0.5439913273,0.0978653878,10.04023838,-0.00432841666,0.06698573381,-0.05164429173
0.056,-0.5666117668,0.1157548651,10.04644299,-0.004049163777,0.06574655324,-0.0599520579
0.058,-0.5780081749,0.1390073597,10.05316734,-0.0033161256,0.06429792941,-0.06806784123
0.06,-0.5919424295,0.1413728148,10.05376053,-0.003001966281,0.0630761981,-0.07546803355
0.062,-0.6222817302,0.1571745574,10.04715252,-0.003822271014,0.06258750707,-0.08321730047
0.064,-0.6514718533,0.1688774079,10.04224873,-0.00448549632,0.06206390634,-0.09173450619
0.066,-0.6848470569,0.1828116626,10.0215435,-0.005061454605,0.06248278543,-0.1005833223
0.068,-0.7109438181,0.2147120088,10.00726509,-0.005934119225,0.0635997951,-0.1092227027
0.07,-0.7325969934,0.2290293276,9.982844353,-0.005969026126,0.06469935179,-0.1174781099
0.072,-0.7540585995,0.247072041,9.945380211,-0.005672320258,0.06607816368,-0.1262047589
0.074,-0.7663839459,0.2650189698,9.874894142,-0.006178465672,0.06822492182,-0.1348092258
0.076,-0.7656753063,0.2681027055,9.855654716,-0.007330382708,0.07099999487,-0.1427155733
0.078,-0.7739688158,0.2748064697,9.809657097,-0.007487462368,0.07401940972,-0.1506742686
0.08,-0.7885734439,0.2890184522,9.762989044,-0.006911503617,0.0774577111,-0.1583362669
0.082,-0.7853651643,0.2817496657,9.710959435,-0.007312929723,0.08201301843,-0.1652477682
0.084,-0.7857387066,0.2856282592,9.670679092,-0.008744099177,0.08765043318,-0.1718451232
0.086,-0.7867251039,0.2821135819,9.634794235,-0.009634217247,0.09215338528,-0.1783202887
0.088,-0.7823867798,0.2705639303,9.60261631,-0.009686577134,0.09651670605,-0.1838006228
0.09,-0.7816590071,0.2619256675,9.579018593,-0.01001818944,0.1017701477,-0.1876054406
0.092,-0.7615572214,0.2471869588,9.54430294,-0.01015781611,0.1070584953,-0.1916720569
0.094,-0.7445392609,0.2610158622,9.521126747,-0.00989601668,0.1123642996,-0.196175009
0.096,-0.7074770331,0.261734128,9.491286278,-0.01010545623,0.1176875532,-0.1998925656
0.098,-0.6751457453,0.2654786706,9.455209732,-0.01082104165,0.1230108067,-0.2033134103
0.1,-0.6440881491,0.2801311612,9.423271179,-0.01174606569,0.1280198991,-0.2065946162
0.102,-0.5933693647,0.2855899632,9.38647747,-0.0124441972,0.1325752139,-0.2101376355
0.104,-0.5511931181,0.2932226658,9.378059387,-0.01176351868,0.1353851855,-0.2140995413
0.106,-0.531426549,0.3087849617,9.382665634,-0.01055924222,0.1365196556,-0.2188817412
0.108,-0.5021694303,0.327306509,9.374678612,-0.01036725566,0.1382475346,-0.223663941
0.11,-0.4765227735,0.3421601653,9.363388062,-0.009669124149,0.1414763927,-0.2268753499
0.112,-0.459418565,0.3544950783,9.377063751,-0.007173303049,0.1437453181,-0.2294409871
0.114,-0.4613147974,0.3604231179,9.409366608,-0.00520108128,0.1459269822,-0.2326872945
0.116,-0.4616882801,0.3660160005,9.445672035,-0.004415682983,0.148387894,-0.2368586361
0.118,-0.4704319239,0.3557209074,9.489121437,-0.003455751808,0.1493827254,-0.2420248091
0.12,-0.4813590348,0.3527329266,9.536870956,-0.002426007763,0.1510582417,-0.2482381761
0.122,-0.4930523038,0.343175292,9.597933769,-0.001710422686,0.1536413282,-0.2551845908
0.124,-0.5212751627,0.3216562271,9.661207199,-0.0001396263397,0.1556310058,-0.2624277174
0.126,-0.5469985008,0.2994380295,9.69962883,0.002373647876,0.1564513147,-0.2694788277
0.128,-0.5648687482,0.2751799524,9.737764359,0.004345869645,0.1548805237,-0.2764601409
0.13,-0.5790233016,0.2557677627,9.784632683,0.005462880712,0.1517214775,-0.2824466228
0.132,-0.5891651511,0.2486043274,9.819684982,0.006544984877,0.1485449672,-0.288677454
0.134,-0.5950548649,0.2328792065,9.860203743,0.007941247895,0.1453510225,-0.2975262702
0.136,-0.6092094183,0.2471294999,9.892170906,0.009459684603,0.1424712241,-0.3071255982
0.138,-0.6145149469,0.2588419318,9.917022705,0.01197295822,0.1397310644,-0.3157649636
0.14,-0.6215443015,0.283942759,9.93652153,0.01455604564,0.1373399645,-0.3224321306
0.142,-0.6387730241,0.2942378223,9.957369804,0.01593485661,0.1351059377,-0.3292563558
0.144,-0.6450840831,0.3258891702,9.963977814,0.01680752076,0.1335700452,-0.3405660987
0.146,-0.6653581858,0.3679217398,9.959591866,0.01780235767,0.1348441392,-0.3533593714
0.148,-0.6731345654,0.4012394845,9.959103584,0.01883210242,0.1385093331,-0.3648959994
0.15,-0.6850768924,0.4320288897,9.95651722,0.01987930015,0.1425235868,-0.3768340349
0.152,-0.704144299,0.4621192217,9.946452141,0.02062979154,0.1451066732,-0.387393266
0.154,-0.7181455493,0.4972373843,9.928198814,0.02188642882,0.1461713314,-0.3992615044
0.156,-0.7351635695,0.526781857,9.906775475,0.02396337129,0.1475326866,-0.413241595
0.158,-0.7617105246,0.55178684,9.871744156,0.02607521974,0.1496794373,-0.4239753783
0.16,-0.7903833985,0.5745892525,9.839680672,0.0269304309,0.1524370611,-0.4340459406
0.162,-0.8130134344,0.5931203365,9.8099823,0.02665117756,0.1560847908,-0.4463330507
0.164,-0.8321478963,0.6166985035,9.777737617,0.02811725438,0.1588424146,-0.4614475965
0.166,-0.8484572172,0.6364746094,9.750434875,0.03124139272,0.1609019041,-0.477068305
0.168,-0.8609358072,0.6623032093,9.717576027,0.03408627957,0.1636420637,-0.4884653091
0.17,-0.8739697933,0.6762757897,9.679843903,0.03588397056,0.1657015532,-0.4994259775
0.172,-0.8906143308,0.685603559,9.654062271,0.03724532574,0.1681101173,-0.5124112368
0.174,-0.8748030066,0.7153108716,9.609703064,0.04000294581,0.1722639948,-0.5268450975
0.176,-0.8351166844,0.7286034822,9.574604034,0.04333652556,0.1770985574,-0.5418723822
0.178,-0.925521791,0.7339090109,9.550969124,0.04595451802,0.1809557378,-0.5530424714
0.18,-0.9158108234,0.7506780028,9.588882446,0.04829325899,0.1853714138,-0.5642125607
0.182,-0.9223135114,0.772359848,9.590195656,0.05017821491,0.1900139898,-0.5754001737
0.184,-0.9244491458,0.7983130217,9.5779562,0.05126031861,0.1947438419,-0.5853136182
0.186,-0.9308751822,0.8326267004,9.593594551,0.05234242231,0.2007652223,-0.5953492522
0.188,-0.9374161363,0.8558217883,9.597569466,0.0537212342,0.205756858,-0.6022782326
0.19,-0.9280787706,0.8785092235,9.586594582,0.05396557972,0.2106088847,-0.607618928
0.192,-0.918099761,0.8989174366,9.595012665,0.05375614017,0.2157576084,-0.6129421592
0.194,-0.8983907104,0.9195362329,9.607605934,0.0539830327,0.2219535261,-0.6192253828
0.196,-0.8865346313,0.937253356,9.620639801,0.05408775434,0.2295282483,-0.6258750558
0.198,-0.8840733767,0.9598641992,9.644476891,0.05443681777,0.2354449183,-0.6311110258
0.2,-0.8641152978,0.99373734,9.667737961,0.05489060655,0.2406983525,-0.6357710958
0.202,-0.8581585288,1.028252244,9.681663513,0.05539675057,0.2466150224,-0.6401867867
0.204,-0.8436208963,1.058562756,9.71228981,0.05592034757,0.2534567118,-0.6451435089
0.206,-0.8268519044,1.077658892,9.747924805,0.05612978712,0.260961622,-0.6506412625
0.208,-0.8316307664,1.104531527,9.774778366,0.05621705577,0.2675065994,-0.6560168862
0.21,-0.8218528628,1.13540709,9.811553955,0.05656611919,0.2720444798,-0.6610609293
0.212,-0.8096711636,1.171463728,9.841481209,0.05701990798,0.2754827738,-0.6656336784
0.214,-0.7978533506,1.217087626,9.862319946,0.05784020945,0.2797239125,-0.6706601977
0.216,-0.7805097699,1.269099236,9.887219429,0.05976007506,0.2845933735,-0.6774321198
0.218,-0.762993753,1.311294675,9.906805038,0.0614704974,0.2894279361,-0.6842912436
0.22,-0.749902308,1.354696751,9.911899567,0.06312856078,0.2935992777,-0.6896144748
0.222,-0.7285172939,1.392180443,9.922836304,0.06600835174,0.2968805134,-0.6958802342
0.224,-0.6829029322,1.435783625,9.933236122,0.06908012927,0.3001093566,-0.7031582594
0.226,-0.6577447057,1.44816637,9.938119888,0.07253587991,0.3042632341,-0.7118150592
0.228,-0.6082612872,1.479549527,9.939691544,0.07646287233,0.3081727922,-0.7216413021
0.23,-0.565366745,1.512445927,9.942813873,0.07963937521,0.3110176623,-0.7297570705
0.232,-0.5149257183,1.532930732,9.937823296,0.08283332735,0.3140719831,-0.7368431091
0.234,-0.465174228,1.562283635,9.924770355,0.0860272795,0.3181560636,-0.7450810671
0.236,-0.449650228,1.58361125,9.917731285,0.08984954655,0.3220306933,-0.7560242414
0.238,-0.43436566,1.605187774,9.924760818,0.09424778074,0.324858129,-0.7664787769
0.24,-0.4154227376,1.623038888,9.910568237,0.097302109,0.3282266259,-0.7748214602
0.242,-0.4081252217,1.644232392,9.895015717,0.100112088,0.3324328661,-0.7842288017
0.244,-0.4015363455,1.675902843,9.884738922,0.1037947312,0.3363598585,-0.794054985
0.246,-0.3753629327,1.711720109,9.871121407,0.1071806699,0.3376514018,-0.8065689802
0.248,-0.3804386556,1.74572742,9.847724915,0.1088736355,0.3362725973,-0.8198683858
0.25,-0.4084412158,1.793046355,9.842227936,0.1102000922,0.3360282481,-0.8322253227
0.252,-0.4082688689,1.867927432,9.817539215,0.1126260981,0.3378259242,-0.8448441029
0.254,-0.4130476713,1.93231225,9.780715942,0.1155058891,0.3391872942,-0.8562759757
