Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.0,-0.8599206805,-0.1647115052,9.357966423,-0.007539822254,0.1919338554,-0.0182561446
0.002,-0.8457852602,-0.1613308936,9.371508598,-0.005358160939,0.1784773618,-0.02110103145
0.004,-0.8491659164,-0.1661959141,9.373529434,-0.003211405827,0.1657364666,-0.02446951531
0.006,-0.8495872617,-0.163102597,9.373222351,-0.0007504915702,0.1548805237,-0.02775073424
0.008,-0.860686779,-0.1509400457,9.373194695,0.002111848444,0.1457175314,-0.02970550396
0.01,-0.87599051,-0.1416984349,9.370359421,0.00486946851,0.1382126212,-0.03050835431
0.012,-0.8924434781,-0.1327153891,9.351828575,0.008517206647,0.1316676438,-0.03176499158
0.014,-0.9045102596,-0.1049139202,9.315282822,0.01253146399,0.1264840066,-0.0332310684
0.016,-0.9198810458,-0.08833646029,9.27287674,0.01637118869,0.1218588874,-0.03415609151
0.018,-0.9372725487,-0.06157886982,9.228899956,0.02045525797,0.1171290427,-0.03546509147
0.02,-0.9663285613,-0.04007893801,9.193916321,0.02497566119,0.1133067757,-0.03726277873
0.022,-1.000527382,-0.02934333682,9.160349846,0.02932153083,0.1111251116,-0.0389382951
0.024,-1.038192868,-0.03530010954,9.13333416,0.03298672289,0.109920837,-0.04089306295
0.026,-1.064605713,-0.03481169045,9.102629662,0.03605850041,0.1084722131,-0.04199262336
0.028,-1.089965105,-0.03010948002,9.067521095,0.0382576175,0.1059938446,-0.04244640842
0.03,-1.109702826,-0.04330632091,9.04871273,0.03947934881,0.1030965969,-0.04326671362
0.032,-1.130130291,-0.05673300102,9.020691872,0.04122467712,0.1009672955,-0.04391248524
0.034,-1.154321313,-0.06663542241,8.983849525,0.04352851212,0.09852383286,-0.04480260238
0.036,-1.166962624,-0.07790732384,8.953481674,0.04508185387,0.0956440419,-0.04579744115
0.038,-1.19358623,-0.09706093371,8.914647102,0.04572762549,0.09194394201,-0.04715879634
0.04,-1.196689129,-0.1169232354,8.86797905,0.04630358517,0.08632398397,-0.04928809777
0.042,-1.195185542,-0.1453663409,8.831922531,0.04778711498,0.08087855577,-0.0514173992
0.044,-1.191479206,-0.1647976935,8.79558754,0.04902629927,0.07583455741,-0.05354670063
0.046,-1.180887341,-0.1671823114,8.758785248,0.04953244328,0.06967354566,-0.0553618446
0.048,-1.175543427,-0.1767974198,8.721358299,0.05005604401,0.06243042648,-0.05735151842
0.05,-1.151831269,-0.1896495074,8.685120583,0.05057964101,0.05443681777,-0.05974261835
0.052,-1.134535551,-0.2075868696,8.648584366,0.05017821491,0.04516912252,-0.06262241304
0.054,-1.13309896,-0.2105173618,8.603746414,0.04874704406,0.03478441015,-0.06599090248
0.056,-1.120601296,-0.1981249899,8.570955276,0.0472111553,0.02328269184,-0.06958627701
0.058,-1.098718286,-0.1973971426,8.532781601,0.04532619938,0.0110304812,-0.07262314856
0.06,-1.081834316,-0.1961425841,8.501177788,0.04361577705,-0.0008726646192,-0.07480481267
0.062,-1.053621054,-0.1991305351,8.479554176,0.04228932783,-0.01583013684,-0.07695156336
0.064,-1.018637061,-0.218887493,8.459711075,0.04047418386,-0.03075270168,-0.07845254987
0.066,-0.9978075027,-0.2308489233,8.45179081,0.03817034885,-0.0441044718,-0.07874925435
