Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.213487813,-0.061435588,-0.539289296,-0.313670576
0.223481563,-0.077405348,-0.528642774,-0.291312903
0.233481563,-0.091245815,-0.520125568,-0.244468272
0.24348,-0.09869837,-0.529707432,-0.196558982
0.25348,-0.092310466,-0.56058228,-0.152908295
0.26348,-0.074211396,-0.6084916,-0.138003185
0.273481563,-0.049829151,-0.628911912,-0.152402148
0.28348,-0.017959438,-0.632681847,-0.193347573
0.293481563,0.006859144,-0.614111543,-0.250995785
0.303481563,0.017523106,-0.555625558,-0.293250233
0.31348,0.003857178,-0.483054787,-0.305135906
0.323481563,-0.025987953,-0.439770609,-0.291208178
0.33348,-0.049235739,-0.416261017,-0.276931405
0.34348,-0.044034656,-0.362138361,-0.273894519
0.35348,-0.012444197,-0.272114277,-0.280230075
0.363483125,0.02576106,-0.167883217,-0.275482774
0.373481563,0.060475659,-0.073373638,-0.243770137
0.38348,0.088854715,0.006457718,-0.191427708
0.39348,0.110688783,0.054977871,-0.125908047
0.40348,0.132854462,0.069603734,-0.062954023
0.413484688,0.151058242,0.062535144,-0.021170843
0.42348,0.164252937,0.033597589,-0.016842427
0.433481563,0.167202547,-0.006457718,-0.043545965
0.443481563,0.15746361,-0.048729591,-0.085433863
0.45348,0.144862324,-0.079342671,-0.120480075
0.463484688,0.129328892,-0.095783666,-0.138247535
0.47348,0.115401171,-0.108646743,-0.137235239
0.48348,0.104597583,-0.122103237,-0.125175014
0.49348,0.091996305,-0.135577172,-0.113865279
0.503481563,0.077894047,-0.145665184,-0.107651904
0.513481563,0.061610121,-0.152349785,-0.112311937
0.523481563,0.044418629,-0.166382238,-0.119537599
0.53348,0.030508354,-0.184498757,-0.128560945
0.54348,0.014695672,-0.209596589,-0.138648957
0.55348,-0.000820305,-0.244520634,-0.144181654
0.56348,-0.016912241,-0.283720732,-0.140656084
0.573481563,-0.031799898,-0.313373864,-0.13311626
0.583481563,-0.041643556,-0.32539919,-0.129835039
0.593481563,-0.043353979,-0.317405581,-0.126675993
0.60348,-0.034470253,-0.300161719,-0.128805295
0.61348,-0.02713987,-0.28684485,-0.136903629
0.62348,-0.030490901,-0.288363308,-0.15723671
0.63348,-0.052290063,-0.295100272,-0.191549882
0.643478438,-0.085398957,-0.297718257,-0.237731293
0.653481563,-0.123237699,-0.295239896,-0.291243106
0.663481563,-0.15245451,-0.27204448,-0.338611335
0.673481563,-0.167726144,-0.246998996,-0.368962616
0.68348,-0.165876091,-0.247766942,-0.386590421
0.69348,-0.150883719,-0.271171808,-0.396835506
0.70348,-0.123010807,-0.310494065,-0.39969784
0.71348,-0.089064151,-0.366239876,-0.399942189
0.723481563,-0.064612091,-0.428216517,-0.410431623
0.733481563,-0.055187311,-0.466090173,-0.426750451
0.74348,-0.06314601,-0.472478092,-0.442755133
0.75348,-0.075188786,-0.447380245,-0.442423522
0.76348,-0.082571529,-0.406015933,-0.427605659
0.773481563,-0.079587013,-0.354266942,-0.404864013
0.78348,-0.068800882,-0.295292258,-0.379923284
0.793481563,-0.051103242,-0.245236218,-0.358420819
0.80348,-0.041591197,-0.215007111,-0.340321749
0.81348,-0.043388885,-0.207449839,-0.328017175
0.82348,-0.055501468,-0.216316104,-0.320791513
0.83348,-0.07276278,-0.231936797,-0.314997017
0.84348,-0.085678212,-0.255289316,-0.306444913
0.85348,-0.105033912,-0.286129266,-0.312693179
0.863481563,-0.129520878,-0.313705474,-0.341508567
0.873487813,-0.155805543,-0.317510307,-0.393030703
0.88348,-0.17659241,-0.288764715,-0.463402361
0.89348,-0.199421316,-0.247906566,-0.557301104
0.90348,-0.227294222,-0.191689506,-0.654114485
0.91348,-0.249337733,-0.136275306,-0.718709111
0.923595625,-0.253875583,-0.102119215,-0.725952268
0.933481563,-0.227521122,-0.102014497,-0.677065551
0.943481563,-0.162071273,-0.108943455,-0.592486918
0.95348,-0.075049154,-0.127793014,-0.50186944
0.96348,0.006178466,-0.141808003,-0.421723902
0.973484688,0.067090459,-0.13163273,-0.351701289
0.98348,0.102712624,-0.104615033,-0.287036836
0.99348,0.102415919,-0.075747289,-0.229179189
1.003481563,0.081035636,-0.043353979,-0.173154116
1.013481563,0.057281706,-0.003019419,-0.108227864
1.023487813,0.039217547,0.029007372,-0.026947884
1.03348,0.022444934,0.046547931,0.074735001
1.04348,0.015358897,0.016406095,0.224641323
1.05348,0.002495821,-0.06981317,0.390325427
1.06348,-0.086062185,-0.339990139,0.574178398
1.07348,-0.16383405,-0.639331579,0.757717252
1.083481563,-0.165596843,-0.684430838,0.934955418
1.093481563,-0.12505284,-0.656174004,1.068350911
1.10348,-0.075136423,-0.636381924,1.159753799
1.11348,-0.008726646,-0.571542978,1.24155736
1.12348,0.067038096,-0.490507334,1.317042947
1.13348,0.124092907,-0.447275519,1.371165514
1.143478438,0.17954202,-0.473001689,1.400452137
1.153481563,0.225513995,-0.513528228,1.408218861
1.16348,0.238237441,-0.490629494,1.387170196
1.17348,0.24689427,-0.446193427,1.423699975
1.18348,0.270770371,-0.672213554,1.516970396
1.19348,0.303460389,-0.735324681,1.651116371
1.20348,0.329483241,-0.536077857,1.79542017
1.21348,0.348402619,-0.225845605,1.94797945
1.223483125,0.344510525,0.071157075,2.066906214
1.233481563,0.319622159,0.32597515,2.137906075
1.24348,0.276756853,0.456071973,2.165779114
1.25348,0.223192707,0.45169121,2.158658028
1.26348,0.178180665,0.439369172,2.135776758
1.27348,0.16406095,0.536810935,2.138691664
1.28348,0.181392074,0.729687274,2.175099134
1.293481563,0.216647714,0.953141749,2.225469351
1.303481563,0.246108875,1.146820903,2.266885996
1.31348,0.251362324,1.245746255,2.281878471
1.32348,0.226316839,1.230928302,2.270847797
1.33348,0.178686813,1.112333179,2.236552238
1.34348,0.105452791,0.966022313,2.18509984
1.35348,1.74533E-05,0.892543912,2.14790678
1.363481563,-0.129171818,0.879698277,2.140646219
1.37348,-0.274121404,0.904307425,2.151362658
1.38348,-0.42427209,0.911690176,2.173091888
1.39348,-0.573864281,0.859504819,2.199044943
1.40348,-0.719058216,0.750002861,2.207823992
1.41348,-0.834005594,0.599852204,2.199830532
1.42348,-0.899577618,0.42847833,2.166529655
1.433481563,-0.94036597,0.315991849,2.093871593
1.443481563,-0.975831032,0.318138629,1.973112106
1.453481563,-1.016881227,0.401198834,1.79781127
1.46348,-1.066256523,0.547108352,1.577079535
1.473481563,-1.106276989,0.693122625,1.362561107
1.48348,-1.145546794,0.774001181,1.187818766
1.49348,-1.184048772,0.794124782,1.084791899
1.503481563,-1.206912637,0.747349977,1.068752408
1.513481563,-1.215011001,0.629627526,1.115666866
1.523481563,-1.208954692,0.513440967,1.188237548
1.53348,-1.184694529,0.41346851,1.237403512
1.54348,-1.127936482,0.341334045,1.219566226
1.55348,-1.040408254,0.341508567,1.139246225
1.56348,-0.955724835,0.459859341,1.029395223
1.57348,-0.870378256,0.673156023,0.909246743
1.583481563,-0.800599992,0.892142475,0.824319005
1.593481563,-0.753249168,1.01454246,0.810408711
1.60348,-0.730367959,0.955393255,0.882892251
1.61348,-0.697293937,0.780284345,0.992638528
1.62348,-0.645108581,0.515203714,1.096031904
1.63348,-0.576936007,0.213244334,1.151236653
1.643478438,-0.499897212,0.00710349,1.123625517
1.653481563,-0.427413672,-0.050073497,1.008678079
1.663481563,-0.381214827,0.040177479,0.819903314
1.67348,-0.39561379,0.281242341,0.595244527
1.68348,-0.469685555,0.56445694,0.385071993
1.69348,-0.574213326,0.840061843,0.238726139
1.703484688,-0.675547123,1.00818944,0.170710653
1.71348,-0.752428889,0.997455657,0.15655604
1.723481563,-0.799954236,0.832801282,0.13426818
1.733481563,-0.823394001,0.58231163,0.057491146
1.74348,-0.826343596,0.338052809,-0.090320788
1.75348,-0.822643459,0.170972452,-0.306252927
1.76348,-0.81192714,0.100565873,-0.560599744
1.77348,-0.796062112,0.105417885,-0.820653796
1.78348,-0.777805984,0.142366514,-1.049309373
1.793481563,-0.756041706,0.125297189,-1.204015374
1.80348,-0.716841638,0.050440013,-1.262431502
1.81348,-0.641722679,-0.076096356,-1.223598003
1.82348,-0.547806501,-0.23188445,-1.125981688
1.83348,-0.462023556,-0.380778491,-1.032379746
1.84348,-0.428967029,-0.525029957,-1.027161121
1.85348,-0.459126323,-0.674534857,-1.145930767
1.863481563,-0.536723673,-0.812869668,-1.396891713
1.873481563,-0.630325675,-0.90783298,-1.730633616
1.88348,-0.703350246,-0.949144959,-2.077779531
1.89348,-0.75103265,-0.951152086,-2.397576332
1.90348,-0.841685057,-0.941308439,-2.725785494
1.91348,-1.013407946,-0.969425678,-3.049683571
