Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.213483125,-0.26829201,-1.092157245,-0.739391267
0.223483125,-0.23528783,-1.142195821,-0.754296422
0.233483125,-0.186313897,-0.718464792,-0.64250803
0.243483125,-0.267227352,-0.879227042,-0.46364671
0.253484688,-0.297037572,-1.165618181,-0.282656074
0.263484688,-0.259774804,-1.146471858,-0.214518413
0.273483125,-0.211289555,-1.083622575,-0.237486944
0.283484688,-0.135350287,-1.03230989,-0.316026777
0.293483125,-0.037699111,-1.057704449,-0.394147694
0.303483125,0.098925263,-1.075663924,-0.456229061
0.313483125,0.275849283,-0.987769067,-0.516809464
0.323484688,0.477312654,-0.885754585,-0.566498995
0.33348625,0.679980278,-0.808017612,-0.601929128
0.343483125,0.83786273,-0.686403096,-0.633868694
0.353483125,0.919980526,-0.486021847,-0.653782904
0.363483125,0.930557191,-0.336691469,-0.636085272
0.373483125,0.894254327,-0.287385911,-0.589292943
0.383483125,0.823411405,-0.377113283,-0.522254884
0.393484688,0.742497981,-0.582032382,-0.449265212
0.403484688,0.673889101,-0.856415629,-0.375909001
0.413483125,0.635439456,-1.047878265,-0.327301592
0.423483125,0.63533473,-1.074948311,-0.305083543
0.433483125,0.652107358,-1.032990575,-0.312379032
0.443483125,0.684500694,-0.908967495,-0.329203993
0.453483125,0.723229527,-0.721292198,-0.336132973
0.463484688,0.741346061,-0.590759039,-0.330774784
0.473484688,0.741119146,-0.511416376,-0.304053813
0.483483125,0.71338588,-0.480349511,-0.259809703
0.493483125,0.639383912,-0.508117676,-0.231343389
0.503483125,0.554368913,-0.577127993,-0.215530708
0.513483125,0.493806005,-0.64193207,-0.21584487
0.523483125,0.477225363,-0.612401128,-0.230453268
0.533484688,0.508571506,-0.50904274,-0.25576055
0.543484688,0.55909878,-0.41301471,-0.278624356
0.553484688,0.607880712,-0.312448829,-0.287996769
0.563483125,0.621738613,-0.235933602,-0.300318807
0.573483125,0.595558703,-0.198199585,-0.321559459
0.583483125,0.557911932,-0.168546438,-0.355506122
0.593483125,0.520963311,-0.148283169,-0.39742893
0.603483125,0.484887362,-0.179716557,-0.438845575
0.613484688,0.461115986,-0.23916246,-0.472617716
0.623484688,0.434813887,-0.394863278,-0.510683358
0.633483125,0.398807734,-0.657151341,-0.58948493
0.643483125,0.365140319,-0.859190702,-0.737488866
0.653483125,0.341787815,-0.863693655,-0.9557423
0.663483125,0.32676053,-0.720140278,-1.204416752
0.673483125,0.301296175,-0.477434814,-1.418586135
0.683484688,0.232076436,-0.310982764,-1.577864885
0.693484688,0.085887656,-0.380970478,-1.665078998
0.703483125,-0.106116019,-0.786968946,-1.631411552
0.713483125,-0.265970737,-1.309293628,-1.469445109
0.723483125,-0.260769635,-1.819697738,-1.290478945
0.733483125,-0.053843409,-2.109352589,-1.225814581
0.743483125,0.186348811,-2.312142372,-1.159230232
0.753484688,0.332363039,-2.206183434,-1.174432039
0.763484688,0.294978082,-1.843643665,-1.237874746
0.773483125,0.142436326,-1.267789721,-1.25759697
0.783483125,-0.070301861,-0.531819284,-1.193368912
0.793483125,-0.273789793,0.238551602,-1.037650585
0.803483125,-0.391512245,0.817267895,-0.850551307
0.813483125,-0.433173269,1.239462972,-0.679543912
0.823484688,-0.394793481,1.530583978,-0.52689743
0.833484688,-0.289742112,1.619211793,-0.36180675
0.843483125,-0.147794485,1.490441322,-0.158022106
0.853483125,0.034644786,1.217995524,0.095155351
0.863483125,0.267332077,0.77164495,0.519811392
0.873483125,0.534873605,0.535205185,0.897448301
0.883481563,0.781855166,0.329448342,1.10294342
0.893484688,1.001819015,0.150866255,1.219094992
0.903484688,1.19171083,0.135088488,1.347114921
0.913483125,1.340028882,0.209387153,1.503985167
0.923483125,1.431623816,0.275133699,1.68607533
0.933483125,1.47398293,0.329745054,1.895567179
0.943483125,1.482325554,0.401163936,2.145655394
0.953483125,1.454697013,0.489495039,2.413074732
0.963484688,1.389404297,0.508798361,2.674996376
0.973484688,1.299257994,0.360305756,2.916026354
0.983484688,1.228589654,0.108105697,3.104172707
0.993483125,1.206720591,-0.228673041,3.281986952
1.003483125,1.251191616,-0.579885662,3.464810133
1.013483125,1.357866168,-0.822678387,3.639796972
1.023483125,1.495328307,-0.855228782,3.731199741
1.033484688,1.651744723,-0.716178417,3.704827785
1.043484688,1.796921134,-0.418076158,3.564991951
1.05348625,1.917750359,-0.047054075,3.377351761
1.063483125,1.96529305,0.329134196,3.227654934
1.073483125,1.904433489,0.648494542,3.15131402
1.083483125,1.742781043,0.837566078,3.162484169
1.093483125,1.543848395,0.937625766,3.234391689
1.103483125,1.324163795,1.001452446,3.287118196
1.113484688,1.107777953,1.035678387,3.277850389
1.123484688,0.92490232,1.017212749,3.231075764
1.133483125,0.75354588,0.893207133,3.194301605
1.143483125,0.577372372,0.723945141,3.148032904
1.15348625,0.438479066,0.511608362,3.040450811
1.163483125,0.369346589,0.273336023,2.894785643
1.173483125,0.377584517,0.090338245,2.758108854
1.183484688,0.456455946,-0.027715828,2.674542427
1.193484688,0.58709383,-0.05597271,2.595060349
1.203487813,0.727592885,0.002775074,2.494738817
1.213483125,0.836518884,0.052656583,2.367486715
1.223483125,0.889891028,0.011728613,2.200737953
1.233483125,0.882298827,-0.110025555,1.993724465
1.243483125,0.823673248,-0.238307253,1.77538383
1.25348625,0.720995486,-0.360916644,1.536587834
1.263484688,0.57913518,-0.444552809,1.286551952
1.273483125,0.407813638,-0.480052799,1.036603451
1.283483125,0.214082092,-0.468149662,0.778172493
1.293483125,-0.002844887,-0.406487167,0.513406038
1.303483125,-0.234205738,-0.315485716,0.23757422
1.313483125,-0.464275032,-0.239319548,-0.046617743
1.323484688,-0.677746236,-0.20729275,-0.330949336
1.333483125,-0.850376785,-0.250611812,-0.587512732
1.343483125,-0.952810168,-0.360288322,-0.809361517
1.353483125,-0.986425161,-0.469825178,-0.994610786
1.363483125,-0.987838924,-0.552274525,-1.150119662
1.373483125,-0.994663119,-0.62931335,-1.298315525
1.383483125,-1.031000853,-0.729338169,-1.451503038
1.393484688,-1.089678884,-0.867131948,-1.58947134
1.40348625,-1.148758292,-1.031716466,-1.680437922
1.413483125,-1.172843814,-1.213876486,-1.706740022
1.423483125,-1.145529389,-1.415741324,-1.674067497
1.433483125,-1.069118857,-1.595004082,-1.598931074
1.443483125,-1.003843546,-1.660628438,-1.514980674
1.453483125,-0.98885119,-1.646561027,-1.44508028
1.463484688,-1.03276372,-1.638707042,-1.398794174
1.473483125,-1.111320972,-1.611636996,-1.362787962
1.483483125,-1.186422467,-1.549084425,-1.31425035
1.493483125,-1.225500345,-1.477298975,-1.226215959
1.503487813,-1.212096214,-1.430436969,-1.10636425
1.513483125,-1.149246931,-1.432705879,-0.968186498
1.523483125,-1.04187429,-1.479218841,-0.825977087
1.533484688,-0.932058156,-1.561476231,-0.715026498
1.543484688,-0.845088422,-1.656771183,-0.641687751
1.55348625,-0.78632319,-1.701678514,-0.583149433
1.563483125,-0.750090122,-1.6659168,-0.515884399
1.573483125,-0.737541258,-1.565001845,-0.424935311
1.583483125,-0.759968698,-1.454225779,-0.337983012
1.593483125,-0.813550293,-1.348615885,-0.260176241
1.603483125,-0.893381655,-1.245868325,-0.189193696
1.613484688,-0.98975879,-1.152755022,-0.14655529
1.623484688,-1.097236156,-1.054527879,-0.138614044
1.633483125,-1.196300983,-0.938184261,-0.157254159
1.643483125,-1.274910688,-0.798470676,-0.179472208
1.653483125,-1.330132842,-0.625700533,-0.168528989
1.663483125,-1.345718622,-0.406399906,-0.07878416
1.673483125,-1.320620775,-0.162455246,0.096621424
1.683484688,-1.242831469,0.051015973,0.31710887
1.693483125,-1.159457088,0.241029963,0.508763492
1.703483125,-1.120850444,0.421444654,0.644829333
1.713483125,-1.13596499,0.580391765,0.72476542
1.723483125,-1.22061348,0.731205702,0.753720462
1.733483125,-1.346346974,0.877254844,0.748327374
1.743483125,-1.449844956,1.031053305,0.757734716
1.753484688,-1.464523196,1.10966289,0.826849759
1.763484688,-1.355230689,1.12310195,0.953612983
1.773483125,-1.142963767,1.142422676,1.113816738
1.783483125,-0.930557191,1.117813587,1.261611223
1.793483125,-0.762429655,1.102681518,1.401412129
1.803483125,-0.642734945,1.151341319,1.507528186
1.813483125,-0.582590878,1.245868325,1.540933728
1.823484688,-0.573724627,1.395896912,1.51541698
1.833484688,-0.607130229,1.57796967,1.44804728
1.843483125,-0.655929625,1.721051693,1.378111959
1.853483125,-0.678304732,1.832264066,1.357237816
1.863483125,-0.634898424,1.934575319,1.372544408
1.873483125,-0.526949823,2.02421546,1.393819928
1.883481563,-0.393152863,2.152584314,1.406037211
1.893484688,-0.294192702,2.385184288,1.388479233
1.903484688,-0.303861827,2.694613934,1.352281094
1.913483125,-0.394933105,2.892621517,1.356818914
1.923483125,-0.451586485,2.935189962,1.41893518
1.933483125,-0.392629266,2.869321346,1.495432973
1.943483125,-0.19922933,2.702049017,1.550690174
1.953483125,0.062290803,2.519923925,1.568108559
1.963484688,0.30049333,2.429254055,1.550184011
1.973484688,0.425005138,2.459308624,1.499743938
1.983484688,0.403520107,2.544253826,1.423246145
1.993483125,0.268780708,2.600523233,1.332838178
2.003483125,0.114528507,2.587520361,1.244384885
2.013483125,0.02677335,2.458592892,1.180523276
2.023483125,0.034016468,2.237023354,1.131095529
2.033484688,0.112905346,1.998262405,1.090307236
2.043484688,0.234781697,1.795228243,1.053620338
2.053484688,0.339588702,1.671711206,1.001400113
2.063483125,0.383605927,1.597918749,0.927502871
2.073483125,0.368892789,1.530915499,0.830898881
2.083483125,0.327441216,1.43815124,0.730298102
2.093483125,0.277629524,1.295156479,0.638581038
2.103483125,0.222494572,1.081685305,0.543094099
2.113484688,0.180938289,0.831178129,0.426541001
2.123483125,0.160657555,0.608875573,0.275535136
2.133483125,0.159645259,0.427535862,0.109990649
2.143483125,0.177953765,0.320983499,-0.053023104
2.153483125,0.171530962,0.32597515,-0.18216002
2.163483125,0.132854462,0.417430401,-0.256685585
2.173483125,0.077003926,0.534227848,-0.26874581
2.183484688,0.045465827,0.594511509,-0.253805786
2.193484688,0.050195668,0.583742797,-0.262567341
2.203483125,0.066811204,0.491432369,-0.298748016
