Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.213484688,-0.625019848,-1.179790258,-0.261328161
0.223483125,-0.653782904,-1.078683257,-0.281539053
0.233483125,-0.628231287,-0.925373554,-0.282603711
0.243483125,-0.552641034,-0.729477823,-0.264504641
0.253483125,-0.450434566,-0.553792953,-0.236841172
0.263483125,-0.345034152,-0.448410004,-0.213401407
0.273484688,-0.271363795,-0.418739378,-0.205268174
0.283544063,-0.169454023,-0.453890324,-0.202388376
0.293483125,-0.079953536,-0.568942428,-0.215967044
0.303483125,-0.003752458,-0.707539022,-0.229790047
0.313483125,0.049427725,-0.8296597,-0.223524317
0.323483125,0.077422805,-0.917606831,-0.189839467
0.333484688,0.073879786,-0.961676419,-0.134163454
0.343484688,0.035918877,-1.033374548,-0.06021386
0.353484688,-0.0259705,-1.147606373,0.011082841
0.363483125,-0.077056289,-1.198465228,0.056443948
0.373483125,-0.102503188,-1.14882803,0.068975411
0.38348625,-0.10751228,-1.084844351,0.047455501
0.393483125,-0.074961893,-1.010772467,0.00127409
0.403483125,-0.014398966,-0.908792913,-0.061924282
0.413484688,0.05893977,-0.788574636,-0.139783412
0.423484688,0.137462124,-0.644148648,-0.22300072
0.433489375,0.192003667,-0.486842126,-0.274069041
0.443483125,0.162961394,-0.503387868,-0.277821511
0.453483125,0.11657054,-0.677728772,-0.244450808
0.463483125,0.172421083,-0.654812634,-0.193103224
0.473483125,0.254870445,-0.56433475,-0.193644285
0.483487813,0.315939486,-0.512830079,-0.255359113
0.493484688,0.375053793,-0.371283889,-0.347879022
0.503484688,0.404078633,-0.264050871,-0.420938522
0.513483125,0.421566814,-0.224222451,-0.464414656
0.523483125,0.458358377,-0.081157811,-0.490472436
0.533483125,0.478726357,0.073286377,-0.527054548
0.543483125,0.472670078,0.149260551,-0.575993538
0.55348625,0.455618203,0.188146487,-0.627550602
0.563484688,0.430433095,0.196541533,-0.659891546
0.573484688,0.397097319,0.161565125,-0.668949783
0.583483125,0.376083553,0.118612573,-0.66708231
0.593483125,0.365716279,0.086481065,-0.674028695
0.603483125,0.356902391,0.050440013,-0.692354679
0.613483125,0.350776285,0.028797932,-0.713647664
0.623483125,0.345557749,0.015725417,-0.733073175
0.633484688,0.335679173,0.008691739,-0.748658955
0.643484688,0.319342881,-0.012496557,-0.748589158
0.653483125,0.296758324,-0.041678462,-0.737436533
0.663483125,0.273894519,-0.06257005,-0.72315973
0.673483125,0.250629276,-0.063128561,-0.714904308
0.683481563,0.235898703,-0.016790068,-0.71429342
0.693483125,0.229859859,0.035849061,-0.714834511
0.703484688,0.229702786,0.065310217,-0.70303607
0.713484688,0.231064141,0.077300631,-0.666733205
0.723483125,0.242862567,0.084439032,-0.602330565
0.733483125,0.270787835,0.10239847,-0.524017632
0.743483125,0.298800379,0.135821521,-0.452232271
0.753483125,0.319465071,0.161320776,-0.394706219
0.763483125,0.329326183,0.174707457,-0.353586257
0.773484688,0.329378545,0.184254408,-0.322397232
0.783484688,0.324177444,0.18193312,-0.292115748
0.793483125,0.31117475,0.146276042,-0.260420591
0.803483125,0.290562421,0.089605205,-0.226980075
0.813483125,0.269217044,0.046478119,-0.194290057
0.823483125,0.250507116,0.018727383,-0.169017687
0.833483125,0.230488181,0.013369222,-0.155159771
0.843484688,0.213959917,0.023893557,-0.150360107
0.853484688,0.198740646,0.036564648,-0.152716309
0.863483125,0.18455112,0.038205259,-0.153519154
0.873483125,0.168738425,0.015428711,-0.155386657
0.883483125,0.151930913,-0.025132742,-0.156660751
0.893483125,0.137811199,-0.07566002,-0.154566363
0.903483125,0.130079389,-0.12948598,-0.140481547
0.913484688,0.134355441,-0.165684104,-0.116204023
0.923484688,0.154112577,-0.165684104,-0.095521867
0.933484688,0.18364355,-0.128560945,-0.091839224
0.943483125,0.205320537,-0.088139124,-0.11491248
0.953483125,0.216281205,-0.050143309,-0.147899196
0.963483125,0.215076923,-0.034470253,-0.173398465
0.973483125,0.20195204,-0.052883476,-0.181828395
0.983484688,0.179158047,-0.082449354,-0.175388142
0.993484688,0.162228361,-0.0964818,-0.162263259
1.003484688,0.157847583,-0.097581357,-0.156730562
1.013483125,0.158807501,-0.080180429,-0.170117244
1.023483125,0.164165676,-0.042202063,-0.199299142
1.033483125,0.158632979,-0.007906342,-0.236719012
1.043483125,0.145734996,0.016720254,-0.267244816
1.053483125,0.12002629,0.015899949,-0.282830596
1.063484688,0.088802353,-0.0029147,-0.277123392
1.073484688,0.062779494,-0.007190756,-0.257191718
1.083483125,0.046652652,0.012112585,-0.240837976
1.093483125,0.029304078,0.039165188,-0.244642794
1.103483125,0.013753194,0.065292768,-0.267646253
1.113483125,0.005148721,0.098558739,-0.30288443
1.123483125,0.001448623,0.126379296,-0.337337226
