Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0,-0.343288809,-0.278851241,-0.155247033
0.009998437,-0.310808241,-0.412491113,-0.09630727
0.019998437,-0.250891089,-0.514749944,-0.064821526
0.029998437,-0.192125842,-0.587844372,-0.059934605
0.039998437,-0.116029486,-0.649611533,-0.082920596
0.050014062,-0.022427481,-0.702355385,-0.122347578
0.06,0.058835048,-0.768067062,-0.167097822
0.07,0.133587494,-0.856834471,-0.203121424
0.08,0.203854457,-0.953735173,-0.217834547
0.089998437,0.254713356,-1.024333715,-0.200573236
0.099998437,0.265656561,-1.03902936,-0.156486213
0.109998437,0.250384927,-0.999497712,-0.095033176
0.119998437,0.230243832,-0.935164869,-0.031154128
0.13,0.220749244,-0.866887569,0.016632987
0.139998437,0.222878546,-0.802607119,0.042376593
0.149998437,0.251187772,-0.741590381,0.054541539
0.159998437,0.294646472,-0.672335744,0.046198864
0.169998437,0.342485964,-0.602260768,0.001518436
0.179998437,0.380865753,-0.522411942,-0.069132492
0.189998437,0.390465051,-0.456298888,-0.149243101
0.2,0.356675476,-0.443715066,-0.223594129
0.21,0.296932876,-0.49869293,-0.274924248
0.219998437,0.249145746,-0.606536806,-0.29571113
0.230003125,0.255586028,-0.734975576,-0.289253414
0.239998437,0.307928443,-0.823481262,-0.272882223
0.249998437,0.383518636,-0.839485943,-0.251781195
0.259996875,0.46410051,-0.790965736,-0.220365271
0.27,0.533058465,-0.695496261,-0.177552342
0.280003125,0.562711596,-0.607741117,-0.124040551
0.289998437,0.54079026,-0.585051835,-0.062029
0.299998437,0.480733484,-0.620464563,-0.008988446
0.309998437,0.39025563,-0.67038095,0.000174533
0.319998437,0.295327157,-0.684081793,-0.05763077
0.329998437,0.227974907,-0.656069279,-0.189961642
0.34,0.21914354,-0.618422508,-0.344458193
0.35,0.278414935,-0.610446334,-0.468568534
0.36,0.393501937,-0.617043674,-0.539743066
0.369998437,0.546724379,-0.663766146,-0.534018397
0.380004687,0.727104187,-0.737611055,-0.442056984
0.389998437,0.908007562,-0.825401127,-0.271485955
0.399998437,1.076396942,-0.935845554,-0.031904619
0.41,1.156350493,-1.057844043,0.152821034
0.42,1.099086165,-1.256061077,0.2125462
0.43,1.014106154,-1.274404526,0.116448365
0.439998437,0.945008516,-1.197836876,-0.09375909
0.449998437,0.865473866,-1.098039031,-0.326062411
0.459998437,0.835977793,-0.94584626,-0.498291492
0.469998437,0.911323667,-0.736057699,-0.552728295
0.479998437,1.017404795,-0.553461373,-0.564125299
0.49,1.114218235,-0.364110589,-0.546113551
0.500007812,1.187661648,-0.144914687,-0.479092866
0.509998437,1.238782287,0.02576106,-0.355104685
0.519998437,1.260511637,0.09665633,-0.187448367
0.529998437,1.206336617,-0.033423055,-0.029862583
0.539998437,1.113851666,-0.23438026,0.028745573
0.550001562,1.01421082,-0.403136164,-0.028972466
0.56,0.904010713,-0.494469225,-0.179925993
0.57,0.788941205,-0.502061427,-0.341875106
0.579998437,0.714607596,-0.442214072,-0.457677692
0.59000625,0.690033376,-0.350793719,-0.478918344
0.599998437,0.739687979,-0.233437791,-0.385839939
0.609998437,0.868563116,-0.094387405,-0.209788576
0.619998437,1.009498477,0.038187806,-0.00408407
0.63,1.091162443,0.126222208,0.2003638
0.640003125,1.053777456,0.09499827,0.381511509
0.649998437,0.877254844,-0.079464838,0.526373863
0.659998437,0.661497235,-0.282464087,0.6486516
0.669998437,0.531382918,-0.435564369,0.739618182
0.679998437,0.537526488,-0.526513457,0.829345524
0.689998437,0.647307694,-0.53942889,0.945322692
0.7,0.813183784,-0.506686509,1.096485615
0.71,0.977698565,-0.407935798,1.289152503
0.719998437,1.119576335,-0.261275798,1.559800744
0.729998437,1.234436512,-0.115977131,1.877380848
0.74,1.314320207,0.048694685,2.201610565
0.749996875,1.357290149,0.246615022,2.509696245
0.759998437,1.379822373,0.45238933,2.786854506
0.77,1.374603868,0.644567549,3.013083935
0.78,1.290042639,0.791786075,3.173968554
0.790001562,1.115090847,0.846030891,3.288776159
0.799998437,0.92329663,0.833342373,3.390825748
0.809998437,0.79518944,0.818681598,3.496348381
0.819998437,0.760230541,0.828228533,3.603441715
0.829998437,0.800739586,0.888285339,3.701616526
0.84,0.867306471,0.969478011,3.774291992
0.85,0.914849222,1.023984671,3.815795898
0.86,0.922999918,1.032152772,3.78743434
0.869998437,0.92478013,0.972584724,3.695822001
0.879998437,0.935461581,0.934204936,3.54598546
0.889998437,0.929021299,0.965428889,3.34803009
0.899998437,0.871949017,1.019062877,3.166341305
0.909998437,0.781244278,1.085559845,3.071692228
0.92,0.693960369,1.215970874,3.063105106
0.93,0.633135617,1.395425677,3.099669933
0.939998437,0.609660983,1.542295098,3.135955334
0.949998437,0.594127536,1.658219814,3.100751877
0.959998437,0.553880215,1.688640952,2.983570576
0.969998437,0.480908006,1.610048771,2.8227036
0.979998437,0.416086495,1.493705153,2.644575119
0.99,0.380830854,1.381689906,2.477233171
1,0.376013726,1.294685245,2.32664609
1.009998437,0.418948829,1.266690135,2.19124341
1.019998437,0.487016678,1.277214527,2.048667431
1.029998437,0.56354934,1.252675176,1.911536932
1.039998437,0.650396943,1.182495475,1.776884794
1.049998437,0.763040483,1.119611263,1.623278379
1.06,0.889611781,1.100622058,1.439076304
1.07,1.007142186,1.136924982,1.20057714
1.08,1.092419028,1.170173407,0.911271334
1.089998437,1.162703395,1.174938202,0.601073921
1.099998437,1.239655018,1.187696576,0.29843384
1.109998437,1.314931035,1.229305148,0.018727383
